track_id,track_path
2,/home/ayush/FOML_Project/fma_small/000/000002.mp3
5,/home/ayush/FOML_Project/fma_small/000/000005.mp3
10,/home/ayush/FOML_Project/fma_small/000/000010.mp3
140,/home/ayush/FOML_Project/fma_small/000/000140.mp3
141,/home/ayush/FOML_Project/fma_small/000/000141.mp3
148,/home/ayush/FOML_Project/fma_small/000/000148.mp3
182,/home/ayush/FOML_Project/fma_small/000/000182.mp3
190,/home/ayush/FOML_Project/fma_small/000/000190.mp3
193,/home/ayush/FOML_Project/fma_small/000/000193.mp3
194,/home/ayush/FOML_Project/fma_small/000/000194.mp3
197,/home/ayush/FOML_Project/fma_small/000/000197.mp3
200,/home/ayush/FOML_Project/fma_small/000/000200.mp3
203,/home/ayush/FOML_Project/fma_small/000/000203.mp3
204,/home/ayush/FOML_Project/fma_small/000/000204.mp3
207,/home/ayush/FOML_Project/fma_small/000/000207.mp3
210,/home/ayush/FOML_Project/fma_small/000/000210.mp3
211,/home/ayush/FOML_Project/fma_small/000/000211.mp3
212,/home/ayush/FOML_Project/fma_small/000/000212.mp3
213,/home/ayush/FOML_Project/fma_small/000/000213.mp3
255,/home/ayush/FOML_Project/fma_small/000/000255.mp3
256,/home/ayush/FOML_Project/fma_small/000/000256.mp3
368,/home/ayush/FOML_Project/fma_small/000/000368.mp3
424,/home/ayush/FOML_Project/fma_small/000/000424.mp3
459,/home/ayush/FOML_Project/fma_small/000/000459.mp3
534,/home/ayush/FOML_Project/fma_small/000/000534.mp3
540,/home/ayush/FOML_Project/fma_small/000/000540.mp3
546,/home/ayush/FOML_Project/fma_small/000/000546.mp3
574,/home/ayush/FOML_Project/fma_small/000/000574.mp3
602,/home/ayush/FOML_Project/fma_small/000/000602.mp3
615,/home/ayush/FOML_Project/fma_small/000/000615.mp3
620,/home/ayush/FOML_Project/fma_small/000/000620.mp3
621,/home/ayush/FOML_Project/fma_small/000/000621.mp3
625,/home/ayush/FOML_Project/fma_small/000/000625.mp3
666,/home/ayush/FOML_Project/fma_small/000/000666.mp3
667,/home/ayush/FOML_Project/fma_small/000/000667.mp3
676,/home/ayush/FOML_Project/fma_small/000/000676.mp3
690,/home/ayush/FOML_Project/fma_small/000/000690.mp3
694,/home/ayush/FOML_Project/fma_small/000/000694.mp3
695,/home/ayush/FOML_Project/fma_small/000/000695.mp3
704,/home/ayush/FOML_Project/fma_small/000/000704.mp3
705,/home/ayush/FOML_Project/fma_small/000/000705.mp3
706,/home/ayush/FOML_Project/fma_small/000/000706.mp3
707,/home/ayush/FOML_Project/fma_small/000/000707.mp3
708,/home/ayush/FOML_Project/fma_small/000/000708.mp3
709,/home/ayush/FOML_Project/fma_small/000/000709.mp3
714,/home/ayush/FOML_Project/fma_small/000/000714.mp3
715,/home/ayush/FOML_Project/fma_small/000/000715.mp3
716,/home/ayush/FOML_Project/fma_small/000/000716.mp3
718,/home/ayush/FOML_Project/fma_small/000/000718.mp3
777,/home/ayush/FOML_Project/fma_small/000/000777.mp3
814,/home/ayush/FOML_Project/fma_small/000/000814.mp3
821,/home/ayush/FOML_Project/fma_small/000/000821.mp3
822,/home/ayush/FOML_Project/fma_small/000/000822.mp3
825,/home/ayush/FOML_Project/fma_small/000/000825.mp3
853,/home/ayush/FOML_Project/fma_small/000/000853.mp3
890,/home/ayush/FOML_Project/fma_small/000/000890.mp3
892,/home/ayush/FOML_Project/fma_small/000/000892.mp3
897,/home/ayush/FOML_Project/fma_small/000/000897.mp3
993,/home/ayush/FOML_Project/fma_small/000/000993.mp3
995,/home/ayush/FOML_Project/fma_small/000/000995.mp3
997,/home/ayush/FOML_Project/fma_small/000/000997.mp3
998,/home/ayush/FOML_Project/fma_small/000/000998.mp3
1039,/home/ayush/FOML_Project/fma_small/001/001039.mp3
1040,/home/ayush/FOML_Project/fma_small/001/001040.mp3
1066,/home/ayush/FOML_Project/fma_small/001/001066.mp3
1069,/home/ayush/FOML_Project/fma_small/001/001069.mp3
1073,/home/ayush/FOML_Project/fma_small/001/001073.mp3
1075,/home/ayush/FOML_Project/fma_small/001/001075.mp3
1082,/home/ayush/FOML_Project/fma_small/001/001082.mp3
1083,/home/ayush/FOML_Project/fma_small/001/001083.mp3
1087,/home/ayush/FOML_Project/fma_small/001/001087.mp3
1102,/home/ayush/FOML_Project/fma_small/001/001102.mp3
1193,/home/ayush/FOML_Project/fma_small/001/001193.mp3
1195,/home/ayush/FOML_Project/fma_small/001/001195.mp3
1196,/home/ayush/FOML_Project/fma_small/001/001196.mp3
1197,/home/ayush/FOML_Project/fma_small/001/001197.mp3
1249,/home/ayush/FOML_Project/fma_small/001/001249.mp3
1259,/home/ayush/FOML_Project/fma_small/001/001259.mp3
1270,/home/ayush/FOML_Project/fma_small/001/001270.mp3
1276,/home/ayush/FOML_Project/fma_small/001/001276.mp3
1277,/home/ayush/FOML_Project/fma_small/001/001277.mp3
1278,/home/ayush/FOML_Project/fma_small/001/001278.mp3
1417,/home/ayush/FOML_Project/fma_small/001/001417.mp3
1427,/home/ayush/FOML_Project/fma_small/001/001427.mp3
1443,/home/ayush/FOML_Project/fma_small/001/001443.mp3
1482,/home/ayush/FOML_Project/fma_small/001/001482.mp3
1510,/home/ayush/FOML_Project/fma_small/001/001510.mp3
1544,/home/ayush/FOML_Project/fma_small/001/001544.mp3
1642,/home/ayush/FOML_Project/fma_small/001/001642.mp3
1644,/home/ayush/FOML_Project/fma_small/001/001644.mp3
1649,/home/ayush/FOML_Project/fma_small/001/001649.mp3
1661,/home/ayush/FOML_Project/fma_small/001/001661.mp3
1663,/home/ayush/FOML_Project/fma_small/001/001663.mp3
1666,/home/ayush/FOML_Project/fma_small/001/001666.mp3
1673,/home/ayush/FOML_Project/fma_small/001/001673.mp3
1680,/home/ayush/FOML_Project/fma_small/001/001680.mp3
1681,/home/ayush/FOML_Project/fma_small/001/001681.mp3
1682,/home/ayush/FOML_Project/fma_small/001/001682.mp3
1683,/home/ayush/FOML_Project/fma_small/001/001683.mp3
1684,/home/ayush/FOML_Project/fma_small/001/001684.mp3
1685,/home/ayush/FOML_Project/fma_small/001/001685.mp3
1686,/home/ayush/FOML_Project/fma_small/001/001686.mp3
1687,/home/ayush/FOML_Project/fma_small/001/001687.mp3
1688,/home/ayush/FOML_Project/fma_small/001/001688.mp3
1689,/home/ayush/FOML_Project/fma_small/001/001689.mp3
1701,/home/ayush/FOML_Project/fma_small/001/001701.mp3
1702,/home/ayush/FOML_Project/fma_small/001/001702.mp3
1703,/home/ayush/FOML_Project/fma_small/001/001703.mp3
1704,/home/ayush/FOML_Project/fma_small/001/001704.mp3
1706,/home/ayush/FOML_Project/fma_small/001/001706.mp3
1720,/home/ayush/FOML_Project/fma_small/001/001720.mp3
1732,/home/ayush/FOML_Project/fma_small/001/001732.mp3
1733,/home/ayush/FOML_Project/fma_small/001/001733.mp3
1735,/home/ayush/FOML_Project/fma_small/001/001735.mp3
1736,/home/ayush/FOML_Project/fma_small/001/001736.mp3
1883,/home/ayush/FOML_Project/fma_small/001/001883.mp3
1891,/home/ayush/FOML_Project/fma_small/001/001891.mp3
1893,/home/ayush/FOML_Project/fma_small/001/001893.mp3
1924,/home/ayush/FOML_Project/fma_small/001/001924.mp3
1925,/home/ayush/FOML_Project/fma_small/001/001925.mp3
1929,/home/ayush/FOML_Project/fma_small/001/001929.mp3
1930,/home/ayush/FOML_Project/fma_small/001/001930.mp3
2012,/home/ayush/FOML_Project/fma_small/002/002012.mp3
2096,/home/ayush/FOML_Project/fma_small/002/002096.mp3
2097,/home/ayush/FOML_Project/fma_small/002/002097.mp3
2099,/home/ayush/FOML_Project/fma_small/002/002099.mp3
3263,/home/ayush/FOML_Project/fma_small/003/003263.mp3
3264,/home/ayush/FOML_Project/fma_small/003/003264.mp3
3265,/home/ayush/FOML_Project/fma_small/003/003265.mp3
3266,/home/ayush/FOML_Project/fma_small/003/003266.mp3
3270,/home/ayush/FOML_Project/fma_small/003/003270.mp3
3271,/home/ayush/FOML_Project/fma_small/003/003271.mp3
3272,/home/ayush/FOML_Project/fma_small/003/003272.mp3
3273,/home/ayush/FOML_Project/fma_small/003/003273.mp3
3274,/home/ayush/FOML_Project/fma_small/003/003274.mp3
3492,/home/ayush/FOML_Project/fma_small/003/003492.mp3
3532,/home/ayush/FOML_Project/fma_small/003/003532.mp3
3533,/home/ayush/FOML_Project/fma_small/003/003533.mp3
3534,/home/ayush/FOML_Project/fma_small/003/003534.mp3
3535,/home/ayush/FOML_Project/fma_small/003/003535.mp3
3537,/home/ayush/FOML_Project/fma_small/003/003537.mp3
3538,/home/ayush/FOML_Project/fma_small/003/003538.mp3
3573,/home/ayush/FOML_Project/fma_small/003/003573.mp3
3598,/home/ayush/FOML_Project/fma_small/003/003598.mp3
3624,/home/ayush/FOML_Project/fma_small/003/003624.mp3
3707,/home/ayush/FOML_Project/fma_small/003/003707.mp3
3708,/home/ayush/FOML_Project/fma_small/003/003708.mp3
3720,/home/ayush/FOML_Project/fma_small/003/003720.mp3
3721,/home/ayush/FOML_Project/fma_small/003/003721.mp3
3722,/home/ayush/FOML_Project/fma_small/003/003722.mp3
3724,/home/ayush/FOML_Project/fma_small/003/003724.mp3
3725,/home/ayush/FOML_Project/fma_small/003/003725.mp3
3761,/home/ayush/FOML_Project/fma_small/003/003761.mp3
3762,/home/ayush/FOML_Project/fma_small/003/003762.mp3
3763,/home/ayush/FOML_Project/fma_small/003/003763.mp3
3765,/home/ayush/FOML_Project/fma_small/003/003765.mp3
3766,/home/ayush/FOML_Project/fma_small/003/003766.mp3
3775,/home/ayush/FOML_Project/fma_small/003/003775.mp3
3776,/home/ayush/FOML_Project/fma_small/003/003776.mp3
3777,/home/ayush/FOML_Project/fma_small/003/003777.mp3
3778,/home/ayush/FOML_Project/fma_small/003/003778.mp3
3779,/home/ayush/FOML_Project/fma_small/003/003779.mp3
3832,/home/ayush/FOML_Project/fma_small/003/003832.mp3
3833,/home/ayush/FOML_Project/fma_small/003/003833.mp3
3840,/home/ayush/FOML_Project/fma_small/003/003840.mp3
3880,/home/ayush/FOML_Project/fma_small/003/003880.mp3
3895,/home/ayush/FOML_Project/fma_small/003/003895.mp3
3896,/home/ayush/FOML_Project/fma_small/003/003896.mp3
3904,/home/ayush/FOML_Project/fma_small/003/003904.mp3
3905,/home/ayush/FOML_Project/fma_small/003/003905.mp3
3906,/home/ayush/FOML_Project/fma_small/003/003906.mp3
3908,/home/ayush/FOML_Project/fma_small/003/003908.mp3
3909,/home/ayush/FOML_Project/fma_small/003/003909.mp3
3910,/home/ayush/FOML_Project/fma_small/003/003910.mp3
3911,/home/ayush/FOML_Project/fma_small/003/003911.mp3
3912,/home/ayush/FOML_Project/fma_small/003/003912.mp3
3913,/home/ayush/FOML_Project/fma_small/003/003913.mp3
3920,/home/ayush/FOML_Project/fma_small/003/003920.mp3
3921,/home/ayush/FOML_Project/fma_small/003/003921.mp3
3950,/home/ayush/FOML_Project/fma_small/003/003950.mp3
4013,/home/ayush/FOML_Project/fma_small/004/004013.mp3
4017,/home/ayush/FOML_Project/fma_small/004/004017.mp3
4022,/home/ayush/FOML_Project/fma_small/004/004022.mp3
4037,/home/ayush/FOML_Project/fma_small/004/004037.mp3
4066,/home/ayush/FOML_Project/fma_small/004/004066.mp3
4067,/home/ayush/FOML_Project/fma_small/004/004067.mp3
4068,/home/ayush/FOML_Project/fma_small/004/004068.mp3
4069,/home/ayush/FOML_Project/fma_small/004/004069.mp3
4070,/home/ayush/FOML_Project/fma_small/004/004070.mp3
4071,/home/ayush/FOML_Project/fma_small/004/004071.mp3
4072,/home/ayush/FOML_Project/fma_small/004/004072.mp3
4073,/home/ayush/FOML_Project/fma_small/004/004073.mp3
4074,/home/ayush/FOML_Project/fma_small/004/004074.mp3
4075,/home/ayush/FOML_Project/fma_small/004/004075.mp3
4076,/home/ayush/FOML_Project/fma_small/004/004076.mp3
4077,/home/ayush/FOML_Project/fma_small/004/004077.mp3
4078,/home/ayush/FOML_Project/fma_small/004/004078.mp3
4079,/home/ayush/FOML_Project/fma_small/004/004079.mp3
4080,/home/ayush/FOML_Project/fma_small/004/004080.mp3
4091,/home/ayush/FOML_Project/fma_small/004/004091.mp3
4092,/home/ayush/FOML_Project/fma_small/004/004092.mp3
4093,/home/ayush/FOML_Project/fma_small/004/004093.mp3
4094,/home/ayush/FOML_Project/fma_small/004/004094.mp3
4095,/home/ayush/FOML_Project/fma_small/004/004095.mp3
4096,/home/ayush/FOML_Project/fma_small/004/004096.mp3
4097,/home/ayush/FOML_Project/fma_small/004/004097.mp3
4098,/home/ayush/FOML_Project/fma_small/004/004098.mp3
4099,/home/ayush/FOML_Project/fma_small/004/004099.mp3
4100,/home/ayush/FOML_Project/fma_small/004/004100.mp3
4101,/home/ayush/FOML_Project/fma_small/004/004101.mp3
4102,/home/ayush/FOML_Project/fma_small/004/004102.mp3
4103,/home/ayush/FOML_Project/fma_small/004/004103.mp3
4108,/home/ayush/FOML_Project/fma_small/004/004108.mp3
4232,/home/ayush/FOML_Project/fma_small/004/004232.mp3
4233,/home/ayush/FOML_Project/fma_small/004/004233.mp3
4234,/home/ayush/FOML_Project/fma_small/004/004234.mp3
4235,/home/ayush/FOML_Project/fma_small/004/004235.mp3
4236,/home/ayush/FOML_Project/fma_small/004/004236.mp3
4239,/home/ayush/FOML_Project/fma_small/004/004239.mp3
4450,/home/ayush/FOML_Project/fma_small/004/004450.mp3
4507,/home/ayush/FOML_Project/fma_small/004/004507.mp3
4508,/home/ayush/FOML_Project/fma_small/004/004508.mp3
4509,/home/ayush/FOML_Project/fma_small/004/004509.mp3
4510,/home/ayush/FOML_Project/fma_small/004/004510.mp3
4511,/home/ayush/FOML_Project/fma_small/004/004511.mp3
4519,/home/ayush/FOML_Project/fma_small/004/004519.mp3
4520,/home/ayush/FOML_Project/fma_small/004/004520.mp3
4521,/home/ayush/FOML_Project/fma_small/004/004521.mp3
4522,/home/ayush/FOML_Project/fma_small/004/004522.mp3
4682,/home/ayush/FOML_Project/fma_small/004/004682.mp3
4684,/home/ayush/FOML_Project/fma_small/004/004684.mp3
4685,/home/ayush/FOML_Project/fma_small/004/004685.mp3
4688,/home/ayush/FOML_Project/fma_small/004/004688.mp3
4777,/home/ayush/FOML_Project/fma_small/004/004777.mp3
4778,/home/ayush/FOML_Project/fma_small/004/004778.mp3
4779,/home/ayush/FOML_Project/fma_small/004/004779.mp3
4780,/home/ayush/FOML_Project/fma_small/004/004780.mp3
4781,/home/ayush/FOML_Project/fma_small/004/004781.mp3
4782,/home/ayush/FOML_Project/fma_small/004/004782.mp3
4784,/home/ayush/FOML_Project/fma_small/004/004784.mp3
4785,/home/ayush/FOML_Project/fma_small/004/004785.mp3
4786,/home/ayush/FOML_Project/fma_small/004/004786.mp3
4787,/home/ayush/FOML_Project/fma_small/004/004787.mp3
4788,/home/ayush/FOML_Project/fma_small/004/004788.mp3
4799,/home/ayush/FOML_Project/fma_small/004/004799.mp3
4835,/home/ayush/FOML_Project/fma_small/004/004835.mp3
4836,/home/ayush/FOML_Project/fma_small/004/004836.mp3
4838,/home/ayush/FOML_Project/fma_small/004/004838.mp3
4846,/home/ayush/FOML_Project/fma_small/004/004846.mp3
4848,/home/ayush/FOML_Project/fma_small/004/004848.mp3
4849,/home/ayush/FOML_Project/fma_small/004/004849.mp3
5006,/home/ayush/FOML_Project/fma_small/005/005006.mp3
5156,/home/ayush/FOML_Project/fma_small/005/005156.mp3
5157,/home/ayush/FOML_Project/fma_small/005/005157.mp3
5158,/home/ayush/FOML_Project/fma_small/005/005158.mp3
5159,/home/ayush/FOML_Project/fma_small/005/005159.mp3
5169,/home/ayush/FOML_Project/fma_small/005/005169.mp3
5170,/home/ayush/FOML_Project/fma_small/005/005170.mp3
5171,/home/ayush/FOML_Project/fma_small/005/005171.mp3
5191,/home/ayush/FOML_Project/fma_small/005/005191.mp3
5264,/home/ayush/FOML_Project/fma_small/005/005264.mp3
5268,/home/ayush/FOML_Project/fma_small/005/005268.mp3
5376,/home/ayush/FOML_Project/fma_small/005/005376.mp3
5381,/home/ayush/FOML_Project/fma_small/005/005381.mp3
